filename,sentence,phonetic,flag
file1946,Give_them_all_of_my_dear_love_and_a_kiss.,0BGGIHVV<c3>{H}DHEHMM<a4>TQAOLX<c3>{H}AXVV<a2>MMAI<a3>DDIHRX<c3>LLAHVV<c3>{H}AENNDD<a3>AX<a2>HKIHSS0E<c6>{HL-L%0},
file1947,It_was_light_now.,0BTQIHTT<c3>{H}WWAHZZ<a3>LLAITT<c3>NNAU0E<c6>{HL-L%0},
file1948,It's_three_more_months.,0BTQIHTTSS<c3>{H}THRRII<c3>MMOR<c3>MMAHNNTHSS0E<c6>{HL-L%0},
file1949,You_have_certainly_saved_my_life.,0BJYUW<c3>{H}HXAEVV<a3>SSER<c1>{H}TTIXNN<a1>LLII<a3>SSEIVVDD<c4>{H}MMAI<a3>LLAIFF0E<c6>{HL-L%0},
file1950,For_some_time_the_two_men_amused_themselves.,0BFFOR<a2>SSAHMM<c3>HTAIMM<c4>{H}DHAX<a2>HTUW<c3>MMEHNN<c4>{H}AX<a1>MMJYUWZZDD<c3>{H}DHEHMM<a1>SSEHLXVVZZ0E<c6>{HL-L%0},
file1951,How_did_you_happen_to_be_here?,0BHXAU<c3>{H}DDIHDD<a3>JYUW<c3>HXAEPP<c1>{H}EN<a4>HTUW<a2>BBII<a3>HXIHRX0E<c6>{HL-L%3},
file1952,Mine_is_June_nineteen.,0BMMAINN<c4>{H}IHZZ<a3>JHUWNN<c3>{HL-}NNAINN<b1>HTIINN0E<c6>{L%0},
file1953,Tell_them_I_think_of_them_every_day.,0BHTEHLX<c3>{H}DHEHMM<a4>TQAI<c3>THIHNXKK<c4>{H}AXVV<a2>DHEHMM<a3>TQEHVV<c1>RRII<a3>DDEI0E<c6>{HL-L%0},
file1954,The_moon_had_risen.,0BDHAX<a2>MMUWNN<c4>{H}HXAEDD<a3>RRIHZZ<c1>{HL-}EN0E<a6>{L%0},
file1955,All_the_forest_was_beautiful.,0BTQAOLX<c4>{H}DHAX<a2>FFOR<c1>{H}IXSSTT<a4>WWAHZZ<a3>BBJYUW<c1>{HL-}DXIX<a1>FFEL0E<a6>{L%0},
file1957,Which_one_is_first?,0BWWIHCH<c3>{H}WWAHNN<c4>{H}IHZZ<a3>FFERSSTT0E<c6>{HL-L%3},
file1958,He_is.,0BHXII<c3>{HL-}IHZZ0E<a6>{L%0},
file1959,The_form_of_the_animal_would_take_shape.,0BDHAX<a2>FFORMM<c4>{H}AXVV<a2>DHII<a2>TQAENN<c1>{H}IX<a1>MMEL<a4>WWUHDD<a3>HTEIKK<c3>{H}SHEIPP0E<c6>{HL-L%0},
file1961,Why_do_you_wish_to_see_Oz?_he_asked.,0BWWAI<c3>{H}DDUW<a3>JYUW<c3>WWIHSH<c4>{H}HTUW<a2>SSII<c3>{H}TQAAZZ00<c6>{HL-L%3}HXII<c3>{H}TQAESSKKTT0E<c6>{HL-L%0},
file1962,A_year_seems_very_long_to_wait_before_I_see_them.,0BAX<a2>JYIHRX<c4>{H}SSIIMMZZ<c4>{H}VVEHRX<c1>{H}II<a3>LLAANX<c4>{H}HTUW<a2>WWEITT<c4>{H}BBIX<a1>FFOR<c3>TQAI<c3>SSII<c3>{HL-}DHEHMM0E<a6>{L%0},
file1964,The_wild_rabbits_danced_with_their_shadows.,0BDHAX<a2>WWAILXDD<c3>{H}RRAEBB<c1>{H}IHTTSS<a4>DDAENNSSTT<c4>{H}WWIHTH<a2>DHEHRX<a3>SHAEDX<c1>{HL-}OUZZ0E<a6>{L%0},
file1965,They_could_see_these_forms_move_at_times.,0BDHEI<c3>{H}HKUHDD<a3>SSII<c4>{H}DHIIZZ<c3>FFORMMZZ<c4>{H}MMUWVV<c4>{H}AETT<a2>HTAIMMZZ0E<c6>{HL-L%0},
file1966,Whose_is_the_highest.,0BHXUWZZ<c3>{H}IHZZ<a3>DHAX<a2>HXAI<c1>{HL-}IXSSTT0E<a6>{L%0},
file1967,A_sound_attracted_the_men's_attention.,0BAX<a2>SSAUNNDD<c4>{H}AX<a1>HTRRAEKK<c1>{H}TTIXDD<a4>DHAX<a2>MMEHNNZZ<c3>{HL-}AX<a1>HTEHNN<c1>CHEN0E<a6>{L%0},
file1969,They_all_stopped_dancing_and_stood_round.,0BDHEI<c3>{H}TQAOLX<c3>{H}SSTTAAPPTT<c4>{H}DDAENN<c1>{H}SSIXNX<a4>AENNDD<a3>SSTTUHDD<c3>{H}RRAUNNDD0E<c6>{HL-L%0},
file1970,Who_is_oldest?,0BHXUW<c3>{H}IHZZ<a3>TQOULX<c1>{HL-}DDIXSSTT0E<a6>{L%3},
file1971,Do_you_suppose_Oz_could_give_me_a_heart?,0BDDUW<a3>JYUW<c3>{H}SSAX<a1>HPOUZZ<c4>{H}TQAAZZ<c3>{H}HKUHDD<a3>GGIHVV<c3>{H}MMII<a4>AX<a2>HXAARXTT0E<c6>{LH-H%4},
file1972,I've_brought_you_a_new_playfellow.,0BTQAIVV<c3>{H}BBRRAOTT<c3>{H}JYUW<a4>AX<a2>NNUW<c3>HPLLEI<c1>{HL-}FFEHLX<a1>OU0E<a6>{L%0},
file1973,One_Ear_was_uttering_quick.,0BWWAHNN<c3>{H}TQIHRX<c4>{H}WWAHZZ<a3>TQAHDX<c1>{H}ER<a1>IXNX<a3>HKWWIHKK0E<c6>{HL-L%0},
file1974,These_hard_days_need_not_be_wasted.,0BDHIIZZ<c3>{H}HXAARXDD<c3>{H}DDEIZZ<c4>{H}NNIIDD<c4>{H}NNAATT<c3>{H}BBII<a3>WWEISS<c1>{HL-}TTIXDD0E<a6>{L%0},
file1975,You're_the_youngest.,0BJYUHRX<c3>{H}DHAX<a2>JYAHNX<c1>{HL-}GGIXSSTT0E<a6>{L%0},
file1976,I_know_they_will_remember_all_I_said_to_them.,0BTQAI<c3>{H}NNOU<c4>{H}DHEI<c3>WWIHLX<a3>RRIX<a1>MMEHMM<c1>{H}BBER<a4>TQAOLX<c3>{H}TQAI<c3>SSEHDD<c4>{HL-}HTUW<a2>DHEHMM0E<a6>{L%0},
file1979,It_would_be_easy_to_give_the_Scarecrow_brains.,0BTQIHTT<c3>{H}WWUHDD<a3>BBII<a3>TQII<c1>{H}ZZII<a4>HTUW<a2>GGIHVV<c4>{H}DHAX<a2>SSKKEHRX<c1>{H}KKRROU<a3>BBRREINNZZ0E<c6>{HL-L%0},
file1980,Let's_not_get_into_that.,0BLLEHTTSS<c4>{H}NNAATT<c3>{H}GGEHTT<c4>{HL-}IHNN<a1>HTUW<c3>DHAETT0E<c6>{L%0},
file1981,You_must_be_very_kind_to_him.,0BJYUW<c3>{H}MMAHSSTT<a3>BBII<a3>VVEHRX<c1>II<a3>HKAINNDD<c4>{HL-}HTUW<a2>HXIHMM0E<a6>{L%0},
file1983,Look_at_that.,0BLLUHKK<c4>{HL-}AETT<a2>DHAETT0E<c6>{L%0},
file1985,What_kind_of_hobbies?,0BWWAHTT<c3>{H}HKAINNDD<c4>{H}AXVV<a2>HXAABB<c1>{HL-}IIZZ0E<a6>{L%3},
file1986,He_makes_so_much_noise.,0BHXII<c3>{H}MMEIKKSS<c3>{H}SSOU<c4>{H}MMAHCH<c3>NNOIZZ0E<c6>{HL-L%0},
file1987,I_really_need_them_said_Amy_decidedly.,0BTQAI<c3>{H}RRIHLX<c1>{H}II<a3>NNIIDD<c3>{HL-}DHEHMM00<a6>{L%0}SSEHDD<c4>{L}TQEI<c1>{L}MMII<a3>DDIX<a1>SSAIDX<c1>{LL-}IXDD<a1>LLII0E<a6>{H%6},
file1988,It_is_not_the_way_of_the_Wild.,0BTQIHTT<c3>{H}IHZZ<a3>NNAATT<c4>{H}DHAX<a2>WWEI<c4>{H}AXVV<a2>DHAX<a2>WWAILXDD0E<c6>{HL-L%0},
file1990,Then_a_strange_thing_happened.,0BDHEHNN<a3>AX<a2>SSTTRREINNJH<c3>{H}THIHNX<c4>{H}HXAEPP<c1>{HL-}IXNNDD0E<a6>{L%0},
file1991,I_wash_banana_boats.,0BTQAI<c3>{H}WWAASH<c4>{H}BBIX<a1>NNAENN<c1>{HL-}AX<a3>BBOUTTSS0E<c6>{L%0},
file1993,She_kissed_the_little_Rabbit_again.,0BSHII<c3>{H}HKIHSSTT<c4>{H}DHAX<a2>LLIHDX<c1>EL<a3>RRAEBB<c1>{H}IHTT<a4>AX<a1>GGEHNN0E<c6>{HL-L%0},
file1995,They_were_made_out_of_wood.,0BDHEI<c3>{H}WWER<a3>MMEIDD<c3>{H}TQAUTT<c3>{H}AXVV<a2>WWUHDD0E<c6>{HL-L%0},
file1996,Everybody_sniffed_when_they_came_to_that_part.,0BTQEHVV<c1>{H}RRII<a1>BBAHDX<b1>II<a4>SSNNIHFFTT<c4>{H}WWEHNN<c3>DHEI<c3>HKEIMM<c4>{H}HTUW<a2>DHAETT<c3>HPAARXTT0E<c6>{HL-L%0},
file1997,It's_very_hot_in_here.,0BTQIHTTSS<c3>{H}VVEHRX<c1>{H}II<a3>HXAATT<c3>TQIHNN<c4>{H}HXIHRX0E<c6>{HL-L%0},
file1999,The_little_Rabbit_sat_quite_still_for_a_moment.,0BDHAX<a2>LLIHDX<c1>{H}EL<a3>RRAEBB<c1>{H}IHTT<a4>SSAETT<c4>{H}HKWWAITT<c3>{H}SSTTIHLX<c3>{H}FFOR<a2>AX<a2>MMOU<c1>{HL-}MMIXNNTT0E<a6>{L%0},
file2000,He_saw_all_the_wild_rabbits_dancing_around_him.,0BHXII<c3>{H}SSAO<c3>{H}TQAOLX<c4>{H}DHAX<a2>WWAILXDD<c3>RRAEBB<c1>{H}IHTTSS<a4>DDAENN<c1>{HL-}SSIXNX<a4>AX<a1>RRAUNNDD<c3>HXIHMM0E<a6>{L%0},
file2001,I_would_need_the_oil-can_badly.,0BTQAI<c3>{H}WWUHDD<a3>NNIIDD<c3>{H}DHII<a2>TQOILX<c1>{H}HKAENN<a4>BBAEDD<c1>{HL-}LLII0E<a6>{L%0},
file2003,It_sure_is_very_cold_in_here.,0BTQIHTT<c3>{H}SHUHRX<c3>{H}IHZZ<a3>VVEHRX<c1>{H}II<a3>HKOULXDD<c3>TQIHNN<c4>{H}HXIHRX0E<c6>{HL-L%0},
file2004,He_didn't_want_them_to_see_that.,0BHXII<c3>{H}DDIHDX<c1>{H}IXNNTT<a3>WWAANNTT<c3>{H}DHEHMM<a4>HTUW<a2>SSII<c3>{H}DHAETT0E<c6>{HL-L%0},
file2005,I_get_warm.,0BTQAI<c3>{H}GGEHTT<c3>{H}WWORMM0E<c6>{HL-L%0},
file2006,It_was_a_bit_of_good_luck.,0BTQIHTT<c3>{H}WWAHZZ<a3>AX<a2>BBIHTT<c4>{H}AXVV<a2>GGUHDD<c3>{H}LLAHKK0E<c6>{HL-L%0},
file2007,He_did_not_know_that_she_had_changed_him_altogether.,0BHXII<c3>{H}DDIHDD<c4>{H}NNAATT<c3>{H}NNOU<c4>{H}DHAETT<a3>SHII<c3>HXAEDD<a3>CHEINNJHDD<c3>{H}HXIHMM<a4>TQAOLX<b1>TTAX<a1>GGEHDH<c1>{HL-}ER0E<a6>{L%0},
file2008,I_am_a_selfish_girl.,0BTQAI<c3>{H}AEMM<a3>AX<a2>SSEHLX<c1>FFIXSH<a3>GGERLX0E<c6>{HL-L%0},
file2009,I_do_a_lot_of_work.,0BTQAI<c3>{H}DDUW<a3>AX<a2>LLAATT<c4>{H}AXVV<a2>WWERKK0E<c6>{HL-L%0},
file2010,Soon_he_cleared_a_passage_for_the_party.,0BSSUWNN<c3>{H}HXII<c3>HKLLIHRXDD<c3>{H}AX<a2>HPAESS<c1>{H}IXJH<a4>FFOR<a2>DHAX<a2>HPAARX<c1>{HL-}DXII0E<a6>{L%0},
file2011,And_he_might_have_sat_there_a_long_time.,0BAENNDD<a3>HXII<c3>MMAITT<a3>HXAEVV<a3>SSAETT<c3>{H}DHEHRX<c4>{H}AX<a2>LLAANX<c3>HTAIMM0E<c6>{HL-L%0},
file2013,I_got_a_dog_and_a_goldfish_and_two_turtles.,0BTQAI<c3>{H}GGAATT<c4>{H}AX<a2>DDAAGG<c3>{H}AENNDD<a3>AX<a2>GGOULXDD<c1>{H}FFIHSH<b3>AENNDD<a3>HTUW<c3>{H}HTER<c1>{HL-}DXELZZ0E<a6>{L%0},
file2014,I'll_truly_try_to_be_better.,0BTQAILX<c3>{H}HTRRUW<c1>{H}LLII<a3>HTRRAI<c4>{H}HTUW<a2>BBII<a3>BBEHDX<c1>{HL-}ER0E<a6>{L%0},
file2015,One_Ear_strained_the_length_of_the_stick.,0BWWAHNN<c3>{H}TQIHRX<c4>{H}SSTTRREINNDD<c3>{H}DHAX<a2>LLEHNXTH<c4>{H}AXVV<a2>DHAX<a2>SSTTIHKK0E<c6>{HL-L%0},
file2016,Indeed_he_was_obliged_to_call_to_her.,0BTQIHNN<b1>DDIIDD<c3>{H}HXII<c3>WWAHZZ<a3>AX<a1>BBLLAIJHDD<c4>{H}HTUW<a2>HKAOLX<c4>{HL-}HTUW<a2>HXER0E<a6>{L%0},
file2017,She_gets_home_real_late.,0BSHII<c3>{H}GGEHTTSS<c4>{H}HXOUMM<c4>{H}RRIILX<c3>{H}LLEITT0E<c6>{HL-L%0},
file2019,Just_then_something_hadn't_tickled_his_nose.,0BJHAHSSTT<c3>{H}DHEHNN<c3>{H}SSAHMM<c1>{H}THIHNX<b4>HXAEDX<c1>IXNNTT<a3>HTIHKK<c1>{H}ELDD<a4>HXIHZZ<a3>NNOUZZ0E<c6>{HL-L%0},
file2020,No_you_get_home_at_five_fifteen.,0BNNOU00<c6>{HL-H%2}JYUW<c3>{H}GGEHTT<c4>{H}HXOUMM<c4>{H}AETT<a2>FFAIVV<c3>{H}FFIHFF<b1>HTIINN0E<c6>{HL-L%0},
file2021,We_all_will.,0BWWII<c3>{H}TQAOLX<c3>{H}WWIHLX0E<c6>{HL-L%0},
file2022,Why_didn't_you_walk_around_the_hole?,0BWWAI<c3>{H}DDIHDX<c1>IXNNTT<a3>JYUW<c3>WWAOKK<c4>{H}AX<a1>RRAUNNDD<c3>DHAX<a2>HXOULX0E<c6>{HL-L%3},
file2023,Eight_fifteen_she_gets_home.,0BTQEITT<c3>{H}FFIHFF<b1>HTIINN<c4>{H}SHII<c3>GGEHTTSS<c3>{H}HXOUMM0E<c6>{HL-L%0},
file2024,He_lifted_his_hind_toe_to_scratch_it.,0BHXII<c3>{H}LLIHFF<c1>{H}TTIXDD<a4>HXIHZZ<a3>HXAINNDD<c3>HTOU<c4>{H}HTUW<a2>SSKKRRAECH<c3>{HL-}IHTT0E<a6>{L%0},
file2025,I_don't_know_enough_replied_the_Scarecrow.,0BTQAI<c3>{H}DDOUNNTT<a3>NNOU<c4>{H}IX<a1>NNAHFF00<c6>{HL-H%2}RRIX<a1>HPLLAIDD<c4>{L}DHAX<a2>SSKKEHRX<c1>{LL-}KKRROU0E<a6>{H%6},
file2026,I_think_too_much_of_my_looks_and_hate_to_work.,0BTQAI<c3>{H}THIHNXKK<c4>{H}HTUW<c3>{H}MMAHCH<c3>{H}AXVV<a2>MMAI<a3>LLUHKKSS<c3>{H}AENNDD<a3>HXEITT<c4>{H}HTUW<a2>WWERKK0E<c6>{HL-L%0},
file2027,It's_a_she-wolf.,0BTQIHTTSS<c3>{HL-}AX<a2>SHII<c1>WWUHLXFF0E<c6>{L%0},
file2028,He_was_so_old_that_his_brown_coat_was_bald_in_patches.,0BHXII<c3>{H}WWAHZZ<a3>SSOU<c3>{H}TQOULXDD<c4>{H}DHAETT<a3>HXIHZZ<a3>BBRRAUNN<c3>{H}HKOUTT<c4>{H}WWAHZZ<a3>BBAOLXDD<c4>{H}IHNN<a2>HPAECH<c1>{HL-}IXZZ0E<a6>{L%0},
file2029,Life_is_an_offense_to_it.,0BLLAIFF<c4>{H}IHZZ<a3>AENN<a2>AX<a1>FFEHNNSS<c4>{HL-}HTUW<a2>IHTT0E<a6>{L%0},
file2031,Well_what_does_the_baby_do?,0BWWEHLX<c3>{H}WWAHTT<c3>DDAHZZ<a3>DHAX<a2>BBEI<c1>{HL-}BBII<a3>DDUW0E<c6>{L%3},
file2032,He_found_that_he_actually_had_hind_legs.,0BHXII<c3>{H}FFAUNNDD<c4>{H}DHAETT<a3>HXII<c3>TQAEKK<c1>{H}CHUW<a1>EL<a1>II<a3>HXAEDD<c4>{H}HXAINNDD<c3>LLEHGGZZ0E<c6>{HL-L%0},
file2033,Henry_whispered_back.,0BHXEHNN<c1>{H}RRII<a4>WWIHSS<c1>{H}PPERDD<a3>BBAEKK0E<c6>{HL-L%0},
file2034,My_head_is_stuffed_with_straw_you_know.,0BMMAI<a3>HXEHDD<c4>{H}IHZZ<a3>SSTTAHFFTT<c4>{H}WWIHTH<a2>SSTTRRAO00<c6>{HL-H%2}JYUW<c3>{H}NNOU0E<c6>{HL-L%0},
file2035,You_didn't_know_we_were_this_funny_did_you?,0BJYUW<c3>{H}DDIHDX<c1>{H}IXNNTT<a3>NNOU<c4>{H}WWII<c3>WWER<a3>DHIHSS<c3>{H}FFAHNN<c1>{HL-}II00<a6>{H%2}DDIHDD<a3>JYUW0E<c6>{LH-H%4},
file2036,I_can't_help_it.,0BTQAI<c3>{H}HKAENNTT<a3>HXEHLXPP<c3>{HL-}IHTT0E<a6>{L%0},
file2037,Instead_of_dingy_velveteen_he_had_brown_fur.,0BTQIHNN<b1>SSTTEHDD<c3>{H}AXVV<a2>DDIHNN<c1>{H}JHII<a3>VVEHLX<c1>{H}VVIX<a1>HTIINN<b4>HXII<c3>HXAEDD<c4>{H}BBRRAUNN<c3>FFER0E<c6>{HL-L%0},
file2039,So_what?,0BSSOU<c3>{H}WWAHTT0E<c6>{HL-L%3},
file2040,That_accounts_for_Fatty_and_Frog.,0BDHAETT<a3>AX<a1>HKAUNNTTSS<c4>{H}FFOR<a2>FFAEDX<c1>{H}II<a4>AENNDD<a3>FFRRAAGG0E<c6>{HL-L%0},
file2041,Brains_are_not_the_best_things_in_the_world.,0BBBRREINNZZ<c4>{H}AARX<a3>NNAATT<c4>{H}DHAX<a2>BBEHSSTT<c3>THIHNXZZ<c4>{H}IHNN<a2>DHAX<a2>WWERLXDD0E<c6>{HL-L%0},
file2042,I_get_a_babysitter.,0BTQAI<c3>{H}GGEHTT<c4>{H}AX<a2>BBEI<c1>{HL-}BBII<a1>SSIHDX<b1>ER0E<a6>{L%0},
file2044,Have_you_any?_inquired_the_Scarecrow.,0BHXAEVV<c3>{H}JYUW<a4>TQEHNN<c1>{LH-}II00<a6>{H%4}TQIHNN<b1>HKWWAIRXDD<c4>{H}DHAX<a2>SSKKEHRX<c1>{HL-}KKRROU0E<a6>{L%0},
file2045,His_ears_twitched_by_themselves.,0BHXIHZZ<a3>TQIHRXZZ<c4>{H}HTWWIHCHTT<c4>{H}BBAI<a3>DHEHMM<a1>SSEHLXVVZZ0E<c6>{HL-L%0},
file2046,It's_my_family_too.,0BTQIHTTSS<c3>{H}MMAI<a3>FFAEMM<c1>{H}LLII<a4>HTUW0E<c6>{HL-L%0},
file2047,She_draws_out_the_dog.,0BSHII<c3>{H}DDRRAOZZ<c4>{H}AUTT<a3>DHAX<a2>DDAAGG0E<c6>{HL-L%0},
file2048,Do_you_think_we're_funny?,0BDDUW<a3>JYUW<c3>{H}THIHNXKK<c4>{H}WWIHRX<c3>FFAHNN<c1>{LH-}II0E<a6>{H%4},
file2049,His_whiskers_were_so_long_that_they_brushed_the_grass.,0BHXIHZZ<a3>WWIHSS<c1>{H}KKERZZ<a4>WWER<a3>SSOU<c3>{H}LLAANX<c4>{H}DHAETT<a3>DHEI<c3>BBRRAHSHTT<c3>{H}DHAX<a2>GGRRAESS0E<c6>{HL-L%0},
file2050,No_my_head_is_quite_empty.,0BNNOU00<c6>{HL-H%2}MMAI<a3>HXEHDD<c4>{H}IHZZ<a3>HKWWAITT<c3>{H}TQEHMMPP<c1>{HL-}TTII0E<a6>{L%0},
file2051,The_fire_crackled.,0BDHAX<a2>FFAIRX<c4>{H}HKRRAEKK<c1>{HL-}ELDD0E<a6>{L%0},
file2052,A_log_fell_apart_with_a_loud_noise.,0BAX<a2>LLAAGG<c4>{H}FFEHLX<c3>{H}AX<a1>HPAARXTT<c3>{H}WWIHTH<a2>AX<a2>LLAUDD<c3>NNOIZZ0E<c6>{HL-L%0},
file2053,He_gave_one_leap.,0BHXII<c3>{H}GGEIVV<c4>{H}WWAHNN<c3>LLIIPP0E<c6>{HL-L%0},
file2054,I_should_much_rather_have_a_heart.,0BTQAI<c3>{H}SHUHDD<a3>MMAHCH<c3>{H}RRAEDH<c1>{H}ER<a3>HXAEVV<c3>{H}AX<a2>HXAARXTT0E<c6>{HL-L%0},
file2055,Who_is_the_funniest?,0BHXUW<c3>{H}IHZZ<a3>DHAX<a2>FFAHNN<c1>{HL-}II<a1>IXSSTT0E<a6>{L%3},
file2056,And_why_is_that?_asked_the_Scarecrow.,0BAENNDD<a3>WWAI<c3>IHZZ<a3>DHAETT00<c6>{HL-L%3}TQAESSKKTT<c4>{H}DHAX<a2>SSKKEHRX<c1>{HL-}KKRROU0E<a6>{L%0},
file2057,At_the_sound_of_it_the_strange_animal_leaped.,0BAETT<a2>DHAX<a2>SSAUNNDD<c4>{H}AXVV<a2>IHTT<a3>DHAX<a2>SSTTRREINNJH<c3>TQAENN<c1>{H}IX<a1>MMEL<a4>LLIIPPTT0E<c6>{HL-L%0},
file2058,Beth_said_nothing.,0BBBEHTH<c4>{H}SSEHDD<c3>{H}NNAHTH<c1>{HL-}IXNX0E<a6>{L%0},
file2059,My_little_brother_is_four.,0BMMAI<a3>LLIHDX<c1>{H}EL<a3>BBRRAHDH<c1>{H}ER<a4>IHZZ<a3>FFOR0E<c6>{HL-L%0},
file2060,He_grew_so_excited.,0BHXII<c3>{H}GGRRUW<c4>{H}SSOU<c3>{H}IXKK<a1>SSAIDX<c1>{HL-}IXDD0E<a6>{L%0},
file2061,I_will_tell_you_my_story.,0BTQAI<c3>{H}WWIHLX<a3>HTEHLX<c3>{H}JYUW<a4>MMAI<a3>SSTTOR<c1>{HL-}II0E<a6>{L%0},
file2062,My_little_brother_is_five.,0BMMAI<a3>LLIHDX<c1>{H}EL<a3>BBRRAHDH<c1>{H}ER<a4>IHZZ<a3>FFAIVV0E<c6>{HL-L%0},
file2064,He_was_a_Real_Rabbit_at_last.,0BHXII<c3>{H}WWAHZZ<a3>AX<a2>RRIILX<c3>RRAEBB<c1>{HL-}IHTT<a4>AETT<a2>LLAESSTT0E<c6>{L%0},
file2067,My_dad_is_fifty_seven.,0BMMAI<a3>DDAEDD<c4>{H}IHZZ<a3>FFIHFF<c1>TTII<a3>SSEHVV<c1>{HL-}EN0E<a6>{L%0},
file2068,When_I_grew_up_I_too_became_a_woodchopper.,0BWWEHNN<c3>{H}TQAI<c3>GGRRUW<c4>{H}TQAHPP00<c6>{HL-H%2}TQAI<c3>{H}HTUW<c3>{H}BBIX<a1>HKEIMM<c3>{H}AX<a2>WWUHDD<c1>{HL-}CHAAPP<a1>ER0E<a6>{L%0},
file2070,Life_is_movement.,0BLLAIFF<c4>{H}IHZZ<a3>MMUWVV<c1>{HL-}MMIXNNTT0E<a6>{L%0},
file2071,Most_of_the_hairs_in_his_tail_had_been_pulled_out.,0BMMOUSSTT<c3>{H}AXVV<a2>DHAX<a2>HXEHRXZZ<c4>{H}IHNN<a2>HXIHZZ<a3>HTEILX<c4>{H}HXAEDD<a3>BBIHNN<a3>HPUHLXDD<c3>{H}TQAUTT0E<c6>{HL-L%0},
file2072,Mother_didn't_say_anything_about_our_money.,0BMMAHDH<c1>{H}ER<a4>DDIHDX<c1>{H}IXNNTT<a3>SSEI<c4>{H}TQEHNN<c1>{H}II<a1>THIHNX<b4>AX<a1>BBAUTT<c3>AURX<a3>MMAHNN<c1>{HL-}II0E<a6>{L%0},
file2073,No_not_in_my_crib.,0BNNOU<c3>{H}NNAATT<c3>{H}IHNN<a2>MMAI<a3>HKRRIHBB0E<c6>{HL-L%0},
file2074,Autumn_passed.,0BTQAODX<c1>{H}AXMM<a4>HPAESSTT0E<c6>{HL-L%0},
file2075,He's_thirty_five_years_old.,0BHXIIZZ<c3>{H}THER<c1>DXII<a3>FFAIVV<c3>JYIHRXZZ<c4>{HL-}TQOULXDD0E<c6>{L%0},
file2076,I_would_marry_so_that_I_might_not_be_lonely.,0BTQAI<c3>{H}WWUHDD<a3>MMAERX<c1>{HL-}II00<a6>{H%2}SSOU<c4>{H}DHAETT<a3>TQAI<c3>MMAITT<a3>NNAATT<c3>{H}BBII<a3>LLOUNN<c1>{HL-}LLII0E<a6>{L%0},
file2077,Mrs._March_broke_the_silence_that_followed_Jo's_words.,0BMMIHSS<c1>{H}IXZZ<a4>MMAARXCH<c4>{H}BBRROUKK<c3>{H}DHAX<a2>SSAI<c1>{H}LLIXNNSS<a4>DHAETT<c3>FFAALX<c1>{H}OUDD<a4>JHOUZZ<c3>{H}WWERDDZZ0E<c6>{HL-L%0},
file2078,Right_here_I_want_to_remark.,0BRRAITT<c3>{H}HXIHRX<c3>{H}TQAI<c3>WWAANNTT<c4>{H}HTUW<a2>RRIX<a1>MMAARXKK0E<c6>{HL-L%0},
file2079,I_soon_grew_to_love_her_with_all_my_heart.,0BTQAI<c3>{H}SSUWNN<c3>{H}GGRRUW<c4>{H}HTUW<a2>LLAHVV<c3>{H}HXER<a4>WWIHTH<a2>TQAOLX<c3>MMAI<a3>HXAARXTT0E<c6>{HL-L%0},
file2080,My_mom_is_thirty_nine.,0BMMAI<a3>MMAAMM<c4>{H}IHZZ<a3>THER<c1>DXII<a3>NNAINN0E<c6>{HL-L%0},
file2082,My_daddy_is_thirty_eight.,0BMMAI<a3>DDAEDX<c1>{H}II<a4>IHZZ<a3>THER<c1>DXII<a3>TQEITT0E<c6>{HL-L%0},
file2083,She_on_her_part_promised_to_marry_me.,0BSHII00<c6>{HL-H%2}AANN<a2>HXER<a3>HPAARXTT00<c6>{HL-H%2}HPRRAOMM<c1>{H}IXSS<a4>HTUW<a2>MMAERX<c1>{HL-}II<a3>MMII0E<a6>{L%0},
file2084,The_days_grew_warm_and_sunny.,0BDHAX<a2>DDEIZZ<c4>{H}GGRRUW<c4>{H}WWORMM<c3>{H}AENNDD<a3>SSAHNN<c1>{HL-}II0E<a6>{L%0},
file2085,My_mommy's_thirty_seven.,0BMMAI<a3>MMAAMM<c1>{H}IIZZ<a4>THER<c1>DXII<a3>SSEHVV<c1>{HL-}EN0E<a6>{L%0},
file2086,She_wished_the_girl_to_remain_with_her.,0BSHII<c3>{H}WWIHSHTT<c3>{H}DHAX<a2>GGERLX<c4>{H}HTUW<a2>RRIX<a1>MMEINN<c4>{HL-}WWIHTH<a2>HXER0E<a6>{L%0},
file2087,The_Boy_went_out_to_play_in_the_wood.,0BDHAX<a2>BBOI<c4>{H}WWEHNNTT<c4>{H}TQAUTT<c3>{H}HTUW<a2>HPLLEI<c4>{H}IHNN<a2>DHAX<a2>WWUHDD0E<c6>{HL-L%0},
file2088,A_wolf_knows_enough_to_come_in.,0BAX<a2>WWUHLXFF<c4>{H}NNOUZZ<c4>{H}IX<a1>NNAHFF<c3>{H}HTUW<a2>HKAHMM<c2>IHNN0E<c6>{HL-L%0},
file2089,He_was_playing.,0BHXII<c3>{H}WWAHZZ<a3>HPLLEI<c1>{HL-}IXNX0E<a6>{L%0},
file2090,My_mother_had_her_birthday_a_couple_of_weeks_ago.,0BMMAI<a3>MMAHDH<c1>{H}ER<a4>HXAEDD<a3>HXER<a3>BBERTH<c1>{H}DDEI<b4>AX<a2>HKAHPP<c1>{H}EL<a4>AXVV<a2>WWIIKKSS<c4>{H}AX<a1>GGOU0E<c6>{HL-L%0},
